rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	9	4.5735205976001183e-05	2.1664688482246826	0.0018870079269999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03905828478360159	0.0	0.10417980195623527
superkingdom	0	4.5735205976001183e-05	2.1664688482246826	1.0153486999999739e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.046015091654854304	0.0	0.000507932214156653
superkingdom	1	4.5735205976001183e-05	2.1664688482246826	0.0012049352859999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.041632006481604956	0.0	0.06410913206925388
superkingdom	2	4.5735205976001183e-05	2.1664688482246826	0.005329168345999999	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.025065635711251512	0.0	0.3632492330144762
superkingdom	3	4.5735205976001183e-05	2.1664688482246826	1.164405000000035e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.046009716296148966	0.0	0.0005825416572091989
superkingdom	8	4.5735205976001183e-05	2.1664688482246826	0.0003484258139999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04478942572289016	0.0	0.017730173201504745
superkingdom	5	4.5735205976001183e-05	2.1664688482246826	5.262215100000023e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04586185135193416	0.0	0.0026380485394293706
superkingdom	6	4.5735205976001183e-05	2.1664688482246826	4.9487214000000225e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04587316937967272	0.0	0.002480498347627796
superkingdom	7	4.5735205976001183e-05	2.1664688482246826	0.0001473420219999999	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.045519417940579655	0.0	0.007421778089527308
superkingdom	4	4.5735205976001183e-05	2.1664688482246826	0.0027146311970000004	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03585776357266104	0.0	0.15704791884618952
phylum	0	4.5735205976001183e-05	2.1664688482246826	1.0153486999999739e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.046015091654854304	0.0	0.000507932214156653
phylum	8	4.5735205976001183e-05	2.1664688482246826	0.0003484258139999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04478942572289016	0.0	0.017730173201504745
phylum	7	4.5735205976001183e-05	2.1664688482246826	0.0001473420219999999	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.045519417940579655	0.0	0.007421778089527308
phylum	6	4.5735205976001183e-05	2.1664688482246826	4.9487214000000225e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04587316937967272	0.0	0.002480498347627796
phylum	5	4.5735205976001183e-05	2.1664688482246826	5.262215100000023e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04586185135193416	0.0	0.0026380485394293706
phylum	4	4.5735205976001183e-05	2.1664688482246826	0.0027146311970000004	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03585776357266104	0.0	0.15704791884618952
phylum	3	4.5735205976001183e-05	2.1664688482246826	1.164405000000035e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.046009716296148966	0.0	0.0005825416572091989
phylum	2	4.5735205976001183e-05	2.1664688482246826	0.005329168345999999	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.025065635711251512	0.0	0.3632492330144762
phylum	1	4.5735205976001183e-05	2.1664688482246826	0.0012049352859999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.041632006481604956	0.0	0.06410913206925388
phylum	9	4.5735205976001183e-05	2.1664688482246826	0.0018870079269999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03905828478360159	0.0	0.10417980195623527
class	0	4.5735205976001183e-05	2.1664688482246826	1.0153486999999739e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.046015091654854304	0.0	0.000507932214156653
class	9	4.5735205976001183e-05	2.1664688482246826	0.0018870079269999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03905828478360159	0.0	0.10417980195623527
class	1	4.5735205976001183e-05	2.1664688482246826	0.0012049352859999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.041632006481604956	0.0	0.06410913206925388
class	2	4.5735205976001183e-05	2.1664688482246826	0.005329168345999999	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.025065635711251512	0.0	0.3632492330144762
class	3	4.5735205976001183e-05	2.1664688482246826	1.164405000000035e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.046009716296148966	0.0	0.0005825416572091989
class	4	4.5735205976001183e-05	2.1664688482246826	0.0027146311970000004	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03585776357266104	0.0	0.15704791884618952
class	5	4.5735205976001183e-05	2.1664688482246826	5.262215100000023e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04586185135193416	0.0	0.0026380485394293706
class	6	4.5735205976001183e-05	2.1664688482246826	4.9487214000000225e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04587316937967272	0.0	0.002480498347627796
class	7	4.5735205976001183e-05	2.1664688482246826	0.0001473420219999999	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.045519417940579655	0.0	0.007421778089527308
class	8	4.5735205976001183e-05	2.1664688482246826	0.0003484258139999996	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04478942572289016	0.0	0.017730173201504745
order	8	4.5735205976001183e-05	2.1664688482246826	0.0003502172060000004	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.04577756200477831	0.033021530844140355	0.017822955585388867
order	7	4.5735205976001183e-05	2.1664688482246826	0.00014935733800000006	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.046513602832434296	0.0335524720701159	0.007524055545360966
order	6	4.5735205976001183e-05	2.1664688482246826	5.127860600000008e-05	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.046884342061230086	0.03381990389353924	0.002570520936515921
order	4	4.5735205976001183e-05	2.1664688482246826	0.002716646514	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.03661072217316759	0.02640905366129625	0.15718283585419693
order	9	4.5735205976001183e-05	2.1664688482246826	0.0018885753960000001	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.03988211830897102	0.02876886715224971	0.10427536415787517
